Region,Country,State,City,Month,Day,Year,AvgTemperature
South/Central America & Carribean,Brazil,,Sao Paulo,5,14,2016,63.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,15,2016,67.4
South/Central America & Carribean,Brazil,,Sao Paulo,5,16,2016,71.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,17,2016,65.8
South/Central America & Carribean,Brazil,,Sao Paulo,5,18,2016,59.5
South/Central America & Carribean,Brazil,,Sao Paulo,5,19,2016,58.2
South/Central America & Carribean,Brazil,,Sao Paulo,5,20,2016,62.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,21,2016,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,22,2016,69.2
South/Central America & Carribean,Brazil,,Sao Paulo,5,23,2016,60.7
South/Central America & Carribean,Brazil,,Sao Paulo,5,24,2016,55.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,25,2016,60.4
South/Central America & Carribean,Brazil,,Sao Paulo,5,26,2016,63.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,27,2016,63.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,28,2016,63.2
South/Central America & Carribean,Brazil,,Sao Paulo,5,29,2016,64.5
South/Central America & Carribean,Brazil,,Sao Paulo,5,30,2016,61.8
South/Central America & Carribean,Brazil,,Sao Paulo,5,31,2016,65.9
South/Central America & Carribean,Brazil,,Sao Paulo,6,1,2016,67.2
South/Central America & Carribean,Brazil,,Sao Paulo,6,2,2016,65.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,3,2016,63.1
South/Central America & Carribean,Brazil,,Sao Paulo,6,4,2016,62.5
South/Central America & Carribean,Brazil,,Sao Paulo,6,5,2016,65.6
South/Central America & Carribean,Brazil,,Sao Paulo,6,6,2016,66.6
South/Central America & Carribean,Brazil,,Sao Paulo,6,7,2016,55.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,8,2016,56.5
South/Central America & Carribean,Brazil,,Sao Paulo,6,9,2016,52.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,10,2016,51.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,11,2016,51.2
South/Central America & Carribean,Brazil,,Sao Paulo,6,12,2016,50.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,13,2016,49.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,14,2016,53.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,15,2016,58.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,16,2016,63.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,17,2016,66.5
South/Central America & Carribean,Brazil,,Sao Paulo,6,18,2016,60.1
South/Central America & Carribean,Brazil,,Sao Paulo,6,19,2016,60.8
South/Central America & Carribean,Brazil,,Sao Paulo,6,20,2016,55.2
South/Central America & Carribean,Brazil,,Sao Paulo,6,21,2016,53.8
South/Central America & Carribean,Brazil,,Sao Paulo,6,22,2016,57.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,23,2016,61.1
South/Central America & Carribean,Brazil,,Sao Paulo,6,24,2016,57.0
South/Central America & Carribean,Brazil,,Sao Paulo,6,25,2016,58.6
South/Central America & Carribean,Brazil,,Sao Paulo,6,26,2016,60.6
South/Central America & Carribean,Brazil,,Sao Paulo,6,27,2016,59.1
South/Central America & Carribean,Brazil,,Sao Paulo,6,28,2016,60.7
South/Central America & Carribean,Brazil,,Sao Paulo,6,29,2016,63.6
South/Central America & Carribean,Brazil,,Sao Paulo,6,30,2016,66.4
South/Central America & Carribean,Brazil,,Sao Paulo,7,1,2016,63.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,2,2016,65.7
South/Central America & Carribean,Brazil,,Sao Paulo,7,3,2016,68.8
South/Central America & Carribean,Brazil,,Sao Paulo,7,4,2016,68.9
South/Central America & Carribean,Brazil,,Sao Paulo,7,5,2016,68.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,6,2016,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,7,7,2016,63.7
South/Central America & Carribean,Brazil,,Sao Paulo,7,8,2016,57.4
South/Central America & Carribean,Brazil,,Sao Paulo,7,9,2016,58.4
South/Central America & Carribean,Brazil,,Sao Paulo,7,10,2016,67.1
South/Central America & Carribean,Brazil,,Sao Paulo,7,11,2016,71.8
South/Central America & Carribean,Brazil,,Sao Paulo,7,12,2016,74.3
South/Central America & Carribean,Brazil,,Sao Paulo,7,13,2016,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,7,14,2016,71.0
South/Central America & Carribean,Brazil,,Sao Paulo,7,15,2016,73.3
South/Central America & Carribean,Brazil,,Sao Paulo,7,16,2016,67.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,17,2016,57.7
South/Central America & Carribean,Brazil,,Sao Paulo,7,18,2016,51.8
South/Central America & Carribean,Brazil,,Sao Paulo,7,19,2016,53.1
South/Central America & Carribean,Brazil,,Sao Paulo,7,20,2016,54.0
South/Central America & Carribean,Brazil,,Sao Paulo,7,21,2016,55.1
South/Central America & Carribean,Brazil,,Sao Paulo,7,22,2016,54.2
South/Central America & Carribean,Brazil,,Sao Paulo,7,23,2016,59.0
South/Central America & Carribean,Brazil,,Sao Paulo,7,24,2016,65.4
South/Central America & Carribean,Brazil,,Sao Paulo,7,25,2016,64.9
South/Central America & Carribean,Brazil,,Sao Paulo,7,26,2016,69.0
South/Central America & Carribean,Brazil,,Sao Paulo,7,27,2016,68.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,28,2016,55.9
South/Central America & Carribean,Brazil,,Sao Paulo,7,29,2016,56.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,30,2016,60.6
South/Central America & Carribean,Brazil,,Sao Paulo,7,31,2016,63.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,1,2016,66.6
South/Central America & Carribean,Brazil,,Sao Paulo,8,2,2016,61.4
South/Central America & Carribean,Brazil,,Sao Paulo,8,3,2016,59.7
South/Central America & Carribean,Brazil,,Sao Paulo,8,4,2016,63.9
South/Central America & Carribean,Brazil,,Sao Paulo,8,5,2016,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,8,6,2016,72.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,7,2016,65.3
South/Central America & Carribean,Brazil,,Sao Paulo,8,8,2016,59.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,9,2016,63.9
South/Central America & Carribean,Brazil,,Sao Paulo,8,10,2016,58.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,11,2016,52.4
South/Central America & Carribean,Brazil,,Sao Paulo,8,12,2016,55.3
South/Central America & Carribean,Brazil,,Sao Paulo,8,13,2016,61.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,14,2016,67.3
South/Central America & Carribean,Brazil,,Sao Paulo,8,15,2016,66.3
South/Central America & Carribean,Brazil,,Sao Paulo,8,16,2016,65.6
South/Central America & Carribean,Brazil,,Sao Paulo,8,17,2016,71.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,18,2016,63.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,19,2016,63.5
South/Central America & Carribean,Brazil,,Sao Paulo,8,20,2016,64.2
South/Central America & Carribean,Brazil,,Sao Paulo,8,21,2016,59.4
South/Central America & Carribean,Brazil,,Sao Paulo,8,22,2016,50.5
South/Central America & Carribean,Brazil,,Sao Paulo,8,23,2016,54.5
South/Central America & Carribean,Brazil,,Sao Paulo,8,24,2016,60.4
South/Central America & Carribean,Brazil,,Sao Paulo,8,25,2016,62.6
South/Central America & Carribean,Brazil,,Sao Paulo,8,26,2016,65.3
South/Central America & Carribean,Brazil,,Sao Paulo,8,27,2016,67.6
South/Central America & Carribean,Brazil,,Sao Paulo,8,28,2016,72.1
South/Central America & Carribean,Brazil,,Sao Paulo,8,29,2016,75.2
South/Central America & Carribean,Brazil,,Sao Paulo,8,30,2016,74.5
South/Central America & Carribean,Brazil,,Sao Paulo,8,31,2016,63.6
South/Central America & Carribean,Brazil,,Sao Paulo,9,1,2016,63.3
South/Central America & Carribean,Brazil,,Sao Paulo,9,2,2016,63.3
South/Central America & Carribean,Brazil,,Sao Paulo,9,3,2016,67.5
South/Central America & Carribean,Brazil,,Sao Paulo,9,4,2016,66.7
South/Central America & Carribean,Brazil,,Sao Paulo,9,5,2016,65.2
South/Central America & Carribean,Brazil,,Sao Paulo,9,6,2016,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,9,7,2016,64.9
South/Central America & Carribean,Brazil,,Sao Paulo,9,8,2016,61.5
South/Central America & Carribean,Brazil,,Sao Paulo,9,9,2016,61.0
South/Central America & Carribean,Brazil,,Sao Paulo,9,10,2016,64.4
South/Central America & Carribean,Brazil,,Sao Paulo,9,11,2016,67.5
South/Central America & Carribean,Brazil,,Sao Paulo,9,12,2016,72.5
South/Central America & Carribean,Brazil,,Sao Paulo,9,13,2016,79.3
South/Central America & Carribean,Brazil,,Sao Paulo,9,14,2016,74.4
South/Central America & Carribean,Brazil,,Sao Paulo,9,15,2016,65.6
South/Central America & Carribean,Brazil,,Sao Paulo,9,16,2016,58.1
South/Central America & Carribean,Brazil,,Sao Paulo,9,17,2016,64.6
South/Central America & Carribean,Brazil,,Sao Paulo,9,18,2016,72.0
South/Central America & Carribean,Brazil,,Sao Paulo,9,19,2016,65.6
South/Central America & Carribean,Brazil,,Sao Paulo,9,20,2016,59.3
South/Central America & Carribean,Brazil,,Sao Paulo,9,21,2016,-99.0
South/Central America & Carribean,Brazil,,Sao Paulo,9,22,2016,60.3
South/Central America & Carribean,Brazil,,Sao Paulo,9,23,2016,64.8
South/Central America & Carribean,Brazil,,Sao Paulo,9,24,2016,59.9
South/Central America & Carribean,Brazil,,Sao Paulo,9,25,2016,58.1
South/Central America & Carribean,Brazil,,Sao Paulo,9,26,2016,56.5
South/Central America & Carribean,Brazil,,Sao Paulo,9,27,2016,58.8
South/Central America & Carribean,Brazil,,Sao Paulo,9,28,2016,63.2
South/Central America & Carribean,Brazil,,Sao Paulo,9,29,2016,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,9,30,2016,60.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,1,2016,58.6
South/Central America & Carribean,Brazil,,Sao Paulo,10,2,2016,62.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,3,2016,61.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,4,2016,63.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,5,2016,62.2
South/Central America & Carribean,Brazil,,Sao Paulo,10,6,2016,64.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,7,2016,60.5
South/Central America & Carribean,Brazil,,Sao Paulo,10,8,2016,68.4
South/Central America & Carribean,Brazil,,Sao Paulo,10,9,2016,64.5
South/Central America & Carribean,Brazil,,Sao Paulo,10,10,2016,61.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,11,2016,62.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,12,2016,67.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,13,2016,71.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,14,2016,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,15,2016,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,16,2016,76.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,17,2016,78.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,18,2016,76.4
South/Central America & Carribean,Brazil,,Sao Paulo,10,19,2016,79.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,20,2016,76.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,21,2016,67.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,22,2016,63.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,23,2016,67.3
South/Central America & Carribean,Brazil,,Sao Paulo,10,24,2016,70.5
South/Central America & Carribean,Brazil,,Sao Paulo,10,25,2016,68.9
South/Central America & Carribean,Brazil,,Sao Paulo,10,26,2016,73.8
South/Central America & Carribean,Brazil,,Sao Paulo,10,27,2016,71.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,28,2016,63.2
South/Central America & Carribean,Brazil,,Sao Paulo,10,29,2016,59.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,30,2016,62.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,31,2016,67.6
South/Central America & Carribean,Brazil,,Sao Paulo,11,1,2016,74.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,2,2016,77.7
South/Central America & Carribean,Brazil,,Sao Paulo,11,3,2016,67.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,4,2016,62.7
South/Central America & Carribean,Brazil,,Sao Paulo,11,5,2016,62.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,6,2016,66.6
South/Central America & Carribean,Brazil,,Sao Paulo,11,7,2016,69.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,8,2016,69.6
South/Central America & Carribean,Brazil,,Sao Paulo,11,9,2016,72.9
South/Central America & Carribean,Brazil,,Sao Paulo,11,10,2016,72.8
South/Central America & Carribean,Brazil,,Sao Paulo,11,11,2016,-99.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,12,2016,65.7
South/Central America & Carribean,Brazil,,Sao Paulo,11,13,2016,63.5
South/Central America & Carribean,Brazil,,Sao Paulo,11,14,2016,65.2
South/Central America & Carribean,Brazil,,Sao Paulo,11,15,2016,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,11,16,2016,70.5
South/Central America & Carribean,Brazil,,Sao Paulo,11,17,2016,70.9
South/Central America & Carribean,Brazil,,Sao Paulo,11,18,2016,63.3
South/Central America & Carribean,Brazil,,Sao Paulo,11,19,2016,58.2
South/Central America & Carribean,Brazil,,Sao Paulo,11,20,2016,60.9
South/Central America & Carribean,Brazil,,Sao Paulo,11,21,2016,68.1
South/Central America & Carribean,Brazil,,Sao Paulo,11,22,2016,68.6
South/Central America & Carribean,Brazil,,Sao Paulo,11,23,2016,68.7
South/Central America & Carribean,Brazil,,Sao Paulo,11,24,2016,69.4
South/Central America & Carribean,Brazil,,Sao Paulo,11,25,2016,70.6
South/Central America & Carribean,Brazil,,Sao Paulo,11,26,2016,70.7
South/Central America & Carribean,Brazil,,Sao Paulo,11,27,2016,74.0
South/Central America & Carribean,Brazil,,Sao Paulo,11,28,2016,76.4
South/Central America & Carribean,Brazil,,Sao Paulo,11,29,2016,70.1
South/Central America & Carribean,Brazil,,Sao Paulo,11,30,2016,60.8
South/Central America & Carribean,Brazil,,Sao Paulo,12,1,2016,62.7
South/Central America & Carribean,Brazil,,Sao Paulo,12,2,2016,68.0
South/Central America & Carribean,Brazil,,Sao Paulo,12,3,2016,71.7
South/Central America & Carribean,Brazil,,Sao Paulo,12,4,2016,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,5,2016,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,12,6,2016,70.2
South/Central America & Carribean,Brazil,,Sao Paulo,12,7,2016,74.4
South/Central America & Carribean,Brazil,,Sao Paulo,12,8,2016,76.2
South/Central America & Carribean,Brazil,,Sao Paulo,12,9,2016,73.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,10,2016,74.3
South/Central America & Carribean,Brazil,,Sao Paulo,12,11,2016,73.4
South/Central America & Carribean,Brazil,,Sao Paulo,12,12,2016,70.3
South/Central America & Carribean,Brazil,,Sao Paulo,12,13,2016,75.4
South/Central America & Carribean,Brazil,,Sao Paulo,12,14,2016,71.9
South/Central America & Carribean,Brazil,,Sao Paulo,12,15,2016,61.3
South/Central America & Carribean,Brazil,,Sao Paulo,12,16,2016,63.3
South/Central America & Carribean,Brazil,,Sao Paulo,12,17,2016,67.6
South/Central America & Carribean,Brazil,,Sao Paulo,12,18,2016,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,19,2016,72.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,20,2016,73.0
South/Central America & Carribean,Brazil,,Sao Paulo,12,21,2016,72.2
South/Central America & Carribean,Brazil,,Sao Paulo,12,22,2016,74.6
South/Central America & Carribean,Brazil,,Sao Paulo,12,23,2016,77.6
South/Central America & Carribean,Brazil,,Sao Paulo,12,24,2016,76.4
South/Central America & Carribean,Brazil,,Sao Paulo,12,25,2016,75.8
South/Central America & Carribean,Brazil,,Sao Paulo,12,26,2016,80.0
South/Central America & Carribean,Brazil,,Sao Paulo,12,27,2016,82.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,28,2016,80.8
South/Central America & Carribean,Brazil,,Sao Paulo,12,29,2016,77.3
South/Central America & Carribean,Brazil,,Sao Paulo,12,30,2016,77.9
South/Central America & Carribean,Brazil,,Sao Paulo,12,31,2016,78.8
South/Central America & Carribean,Brazil,,Sao Paulo,1,1,2017,79.0
South/Central America & Carribean,Brazil,,Sao Paulo,1,2,2017,77.0
South/Central America & Carribean,Brazil,,Sao Paulo,1,3,2017,73.6
South/Central America & Carribean,Brazil,,Sao Paulo,1,4,2017,76.0
South/Central America & Carribean,Brazil,,Sao Paulo,1,5,2017,79.5
South/Central America & Carribean,Brazil,,Sao Paulo,1,6,2017,76.2
South/Central America & Carribean,Brazil,,Sao Paulo,1,7,2017,74.3
South/Central America & Carribean,Brazil,,Sao Paulo,1,8,2017,76.7
South/Central America & Carribean,Brazil,,Sao Paulo,1,9,2017,78.6
South/Central America & Carribean,Brazil,,Sao Paulo,1,10,2017,76.0
South/Central America & Carribean,Brazil,,Sao Paulo,1,11,2017,76.2
South/Central America & Carribean,Brazil,,Sao Paulo,1,12,2017,72.2
South/Central America & Carribean,Brazil,,Sao Paulo,1,13,2017,71.1
South/Central America & Carribean,Brazil,,Sao Paulo,1,14,2017,74.7
South/Central America & Carribean,Brazil,,Sao Paulo,1,15,2017,74.3
South/Central America & Carribean,Brazil,,Sao Paulo,1,16,2017,74.3
South/Central America & Carribean,Brazil,,Sao Paulo,1,17,2017,71.3
South/Central America & Carribean,Brazil,,Sao Paulo,1,18,2017,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,1,19,2017,70.2
South/Central America & Carribean,Brazil,,Sao Paulo,1,20,2017,68.6
South/Central America & Carribean,Brazil,,Sao Paulo,1,21,2017,68.1
South/Central America & Carribean,Brazil,,Sao Paulo,1,22,2017,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,1,23,2017,71.0
South/Central America & Carribean,Brazil,,Sao Paulo,1,24,2017,74.9
South/Central America & Carribean,Brazil,,Sao Paulo,1,25,2017,75.9
South/Central America & Carribean,Brazil,,Sao Paulo,1,26,2017,72.5
South/Central America & Carribean,Brazil,,Sao Paulo,1,27,2017,72.4
South/Central America & Carribean,Brazil,,Sao Paulo,1,28,2017,73.5
South/Central America & Carribean,Brazil,,Sao Paulo,1,29,2017,75.3
South/Central America & Carribean,Brazil,,Sao Paulo,1,30,2017,74.4
South/Central America & Carribean,Brazil,,Sao Paulo,1,31,2017,73.6
South/Central America & Carribean,Brazil,,Sao Paulo,2,1,2017,69.6
South/Central America & Carribean,Brazil,,Sao Paulo,2,2,2017,72.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,3,2017,73.7
South/Central America & Carribean,Brazil,,Sao Paulo,2,4,2017,73.0
South/Central America & Carribean,Brazil,,Sao Paulo,2,5,2017,76.4
South/Central America & Carribean,Brazil,,Sao Paulo,2,6,2017,76.1
South/Central America & Carribean,Brazil,,Sao Paulo,2,7,2017,73.8
South/Central America & Carribean,Brazil,,Sao Paulo,2,8,2017,73.4
South/Central America & Carribean,Brazil,,Sao Paulo,2,9,2017,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,10,2017,72.3
South/Central America & Carribean,Brazil,,Sao Paulo,2,11,2017,76.3
South/Central America & Carribean,Brazil,,Sao Paulo,2,12,2017,77.1
South/Central America & Carribean,Brazil,,Sao Paulo,2,13,2017,78.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,14,2017,78.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,15,2017,79.0
South/Central America & Carribean,Brazil,,Sao Paulo,2,16,2017,76.7
South/Central America & Carribean,Brazil,,Sao Paulo,2,17,2017,78.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,18,2017,79.2
South/Central America & Carribean,Brazil,,Sao Paulo,2,19,2017,79.9
South/Central America & Carribean,Brazil,,Sao Paulo,2,20,2017,75.5
South/Central America & Carribean,Brazil,,Sao Paulo,2,21,2017,75.3
South/Central America & Carribean,Brazil,,Sao Paulo,2,22,2017,75.2
South/Central America & Carribean,Brazil,,Sao Paulo,2,23,2017,77.3
South/Central America & Carribean,Brazil,,Sao Paulo,2,24,2017,74.9
South/Central America & Carribean,Brazil,,Sao Paulo,2,25,2017,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,2,26,2017,73.4
South/Central America & Carribean,Brazil,,Sao Paulo,2,27,2017,73.0
South/Central America & Carribean,Brazil,,Sao Paulo,2,28,2017,75.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,1,2017,79.0
South/Central America & Carribean,Brazil,,Sao Paulo,3,2,2017,77.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,3,2017,73.8
South/Central America & Carribean,Brazil,,Sao Paulo,3,4,2017,74.9
South/Central America & Carribean,Brazil,,Sao Paulo,3,5,2017,74.9
South/Central America & Carribean,Brazil,,Sao Paulo,3,6,2017,72.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,7,2017,74.0
South/Central America & Carribean,Brazil,,Sao Paulo,3,8,2017,72.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,9,2017,75.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,10,2017,78.7
South/Central America & Carribean,Brazil,,Sao Paulo,3,11,2017,76.0
South/Central America & Carribean,Brazil,,Sao Paulo,3,12,2017,78.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,13,2017,73.2
South/Central America & Carribean,Brazil,,Sao Paulo,3,14,2017,69.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,15,2017,72.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,16,2017,76.4
South/Central America & Carribean,Brazil,,Sao Paulo,3,17,2017,74.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,18,2017,66.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,19,2017,63.5
South/Central America & Carribean,Brazil,,Sao Paulo,3,20,2017,66.2
South/Central America & Carribean,Brazil,,Sao Paulo,3,21,2017,65.7
South/Central America & Carribean,Brazil,,Sao Paulo,3,22,2017,68.2
South/Central America & Carribean,Brazil,,Sao Paulo,3,23,2017,68.9
South/Central America & Carribean,Brazil,,Sao Paulo,3,24,2017,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,3,25,2017,71.8
South/Central America & Carribean,Brazil,,Sao Paulo,3,26,2017,68.3
South/Central America & Carribean,Brazil,,Sao Paulo,3,27,2017,67.8
South/Central America & Carribean,Brazil,,Sao Paulo,3,28,2017,68.6
South/Central America & Carribean,Brazil,,Sao Paulo,3,29,2017,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,3,30,2017,65.7
South/Central America & Carribean,Brazil,,Sao Paulo,3,31,2017,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,4,1,2017,64.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,2,2017,65.7
South/Central America & Carribean,Brazil,,Sao Paulo,4,3,2017,67.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,4,2017,70.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,5,2017,73.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,6,2017,73.5
South/Central America & Carribean,Brazil,,Sao Paulo,4,7,2017,69.1
South/Central America & Carribean,Brazil,,Sao Paulo,4,8,2017,71.6
South/Central America & Carribean,Brazil,,Sao Paulo,4,9,2017,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,4,10,2017,73.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,11,2017,75.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,12,2017,68.9
South/Central America & Carribean,Brazil,,Sao Paulo,4,13,2017,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,4,14,2017,65.6
South/Central America & Carribean,Brazil,,Sao Paulo,4,15,2017,68.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,16,2017,71.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,17,2017,66.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,18,2017,64.5
South/Central America & Carribean,Brazil,,Sao Paulo,4,19,2017,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,4,20,2017,68.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,21,2017,70.6
South/Central America & Carribean,Brazil,,Sao Paulo,4,22,2017,64.4
South/Central America & Carribean,Brazil,,Sao Paulo,4,23,2017,63.9
South/Central America & Carribean,Brazil,,Sao Paulo,4,24,2017,66.6
South/Central America & Carribean,Brazil,,Sao Paulo,4,25,2017,71.5
South/Central America & Carribean,Brazil,,Sao Paulo,4,26,2017,69.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,27,2017,62.9
South/Central America & Carribean,Brazil,,Sao Paulo,4,28,2017,57.8
South/Central America & Carribean,Brazil,,Sao Paulo,4,29,2017,60.1
South/Central America & Carribean,Brazil,,Sao Paulo,4,30,2017,63.2
South/Central America & Carribean,Brazil,,Sao Paulo,5,1,2017,63.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,2,2017,64.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,3,2017,64.8
South/Central America & Carribean,Brazil,,Sao Paulo,5,4,2017,67.4
South/Central America & Carribean,Brazil,,Sao Paulo,5,5,2017,66.1
South/Central America & Carribean,Brazil,,Sao Paulo,5,6,2017,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,7,2017,64.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,8,2017,64.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,9,2017,67.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,10,2017,65.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,11,2017,63.5
South/Central America & Carribean,Brazil,,Sao Paulo,5,12,2017,62.7
South/Central America & Carribean,Brazil,,Sao Paulo,5,13,2017,67.8
South/Central America & Carribean,Brazil,,Sao Paulo,5,14,2017,71.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,15,2017,65.3
South/Central America & Carribean,Brazil,,Sao Paulo,5,16,2017,62.7
South/Central America & Carribean,Brazil,,Sao Paulo,5,17,2017,61.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,18,2017,62.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,19,2017,61.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,20,2017,65.4
South/Central America & Carribean,Brazil,,Sao Paulo,5,21,2017,65.1
South/Central America & Carribean,Brazil,,Sao Paulo,5,22,2017,64.1
South/Central America & Carribean,Brazil,,Sao Paulo,5,23,2017,62.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,24,2017,64.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,25,2017,68.7
South/Central America & Carribean,Brazil,,Sao Paulo,5,26,2017,72.9
South/Central America & Carribean,Brazil,,Sao Paulo,5,27,2017,69.6
South/Central America & Carribean,Brazil,,Sao Paulo,5,28,2017,66.4
South/Central America & Carribean,Brazil,,Sao Paulo,5,29,2017,64.8
South/Central America & Carribean,Brazil,,Sao Paulo,5,30,2017,66.0
South/Central America & Carribean,Brazil,,Sao Paulo,5,31,2017,67.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,1,2017,66.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,2,2017,60.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,3,2017,61.9
South/Central America & Carribean,Brazil,,Sao Paulo,6,4,2017,67.3
South/Central America & Carribean,Brazil,,Sao Paulo,6,5,2017,66.4
