Region,Country,State,City,Month,Day,Year,AvgTemperature
South/Central America & Carribean,Argentina,,Buenos Aires,1,1,1995,82.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,2,1995,75.1
South/Central America & Carribean,Argentina,,Buenos Aires,1,3,1995,73.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,4,1995,77.1
South/Central America & Carribean,Argentina,,Buenos Aires,1,5,1995,79.5
South/Central America & Carribean,Argentina,,Buenos Aires,1,6,1995,71.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,7,1995,71.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,8,1995,75.2
South/Central America & Carribean,Argentina,,Buenos Aires,1,9,1995,66.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,10,1995,61.8
South/Central America & Carribean,Argentina,,Buenos Aires,1,11,1995,67.1
South/Central America & Carribean,Argentina,,Buenos Aires,1,12,1995,72.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,13,1995,74.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,14,1995,78.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,15,1995,81.9
South/Central America & Carribean,Argentina,,Buenos Aires,1,16,1995,72.5
South/Central America & Carribean,Argentina,,Buenos Aires,1,17,1995,65.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,18,1995,70.5
South/Central America & Carribean,Argentina,,Buenos Aires,1,19,1995,75.2
South/Central America & Carribean,Argentina,,Buenos Aires,1,20,1995,74.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,21,1995,74.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,22,1995,77.8
South/Central America & Carribean,Argentina,,Buenos Aires,1,23,1995,80.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,24,1995,71.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,25,1995,71.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,26,1995,75.6
South/Central America & Carribean,Argentina,,Buenos Aires,1,27,1995,76.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,28,1995,67.6
South/Central America & Carribean,Argentina,,Buenos Aires,1,29,1995,67.2
South/Central America & Carribean,Argentina,,Buenos Aires,1,30,1995,69.3
South/Central America & Carribean,Argentina,,Buenos Aires,1,31,1995,77.5
South/Central America & Carribean,Argentina,,Buenos Aires,2,1,1995,67.5
South/Central America & Carribean,Argentina,,Buenos Aires,2,2,1995,67.7
South/Central America & Carribean,Argentina,,Buenos Aires,2,3,1995,71.8
South/Central America & Carribean,Argentina,,Buenos Aires,2,4,1995,66.9
South/Central America & Carribean,Argentina,,Buenos Aires,2,5,1995,65.3
South/Central America & Carribean,Argentina,,Buenos Aires,2,6,1995,68.2
South/Central America & Carribean,Argentina,,Buenos Aires,2,7,1995,74.5
South/Central America & Carribean,Argentina,,Buenos Aires,2,8,1995,75.3
South/Central America & Carribean,Argentina,,Buenos Aires,2,9,1995,77.2
South/Central America & Carribean,Argentina,,Buenos Aires,2,10,1995,72.4
South/Central America & Carribean,Argentina,,Buenos Aires,2,11,1995,74.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,12,1995,75.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,13,1995,77.1
South/Central America & Carribean,Argentina,,Buenos Aires,2,14,1995,75.5
South/Central America & Carribean,Argentina,,Buenos Aires,2,15,1995,73.2
South/Central America & Carribean,Argentina,,Buenos Aires,2,16,1995,73.6
South/Central America & Carribean,Argentina,,Buenos Aires,2,17,1995,68.3
South/Central America & Carribean,Argentina,,Buenos Aires,2,18,1995,60.4
South/Central America & Carribean,Argentina,,Buenos Aires,2,19,1995,70.9
South/Central America & Carribean,Argentina,,Buenos Aires,2,20,1995,79.3
South/Central America & Carribean,Argentina,,Buenos Aires,2,21,1995,76.4
South/Central America & Carribean,Argentina,,Buenos Aires,2,22,1995,65.5
South/Central America & Carribean,Argentina,,Buenos Aires,2,23,1995,64.6
South/Central America & Carribean,Argentina,,Buenos Aires,2,24,1995,68.8
South/Central America & Carribean,Argentina,,Buenos Aires,2,25,1995,68.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,26,1995,71.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,27,1995,75.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,28,1995,69.7
South/Central America & Carribean,Argentina,,Buenos Aires,3,1,1995,68.8
South/Central America & Carribean,Argentina,,Buenos Aires,3,2,1995,71.2
South/Central America & Carribean,Argentina,,Buenos Aires,3,3,1995,74.5
South/Central America & Carribean,Argentina,,Buenos Aires,3,4,1995,66.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,5,1995,63.5
South/Central America & Carribean,Argentina,,Buenos Aires,3,6,1995,67.8
South/Central America & Carribean,Argentina,,Buenos Aires,3,7,1995,68.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,8,1995,64.8
South/Central America & Carribean,Argentina,,Buenos Aires,3,9,1995,67.4
South/Central America & Carribean,Argentina,,Buenos Aires,3,10,1995,70.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,11,1995,71.1
South/Central America & Carribean,Argentina,,Buenos Aires,3,12,1995,70.3
South/Central America & Carribean,Argentina,,Buenos Aires,3,13,1995,70.2
South/Central America & Carribean,Argentina,,Buenos Aires,3,14,1995,68.8
South/Central America & Carribean,Argentina,,Buenos Aires,3,15,1995,71.3
South/Central America & Carribean,Argentina,,Buenos Aires,3,16,1995,69.0
South/Central America & Carribean,Argentina,,Buenos Aires,3,17,1995,64.0
South/Central America & Carribean,Argentina,,Buenos Aires,3,18,1995,80.2
South/Central America & Carribean,Argentina,,Buenos Aires,3,19,1995,70.1
South/Central America & Carribean,Argentina,,Buenos Aires,3,20,1995,73.9
South/Central America & Carribean,Argentina,,Buenos Aires,3,21,1995,78.0
South/Central America & Carribean,Argentina,,Buenos Aires,3,22,1995,74.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,23,1995,75.0
South/Central America & Carribean,Argentina,,Buenos Aires,3,24,1995,70.4
South/Central America & Carribean,Argentina,,Buenos Aires,3,25,1995,72.1
South/Central America & Carribean,Argentina,,Buenos Aires,3,26,1995,67.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,27,1995,73.4
South/Central America & Carribean,Argentina,,Buenos Aires,3,28,1995,74.6
South/Central America & Carribean,Argentina,,Buenos Aires,3,29,1995,62.8
South/Central America & Carribean,Argentina,,Buenos Aires,3,30,1995,60.1
South/Central America & Carribean,Argentina,,Buenos Aires,3,31,1995,60.8
South/Central America & Carribean,Argentina,,Buenos Aires,4,1,1995,61.4
South/Central America & Carribean,Argentina,,Buenos Aires,4,2,1995,61.9
South/Central America & Carribean,Argentina,,Buenos Aires,4,3,1995,66.7
South/Central America & Carribean,Argentina,,Buenos Aires,4,4,1995,72.8
South/Central America & Carribean,Argentina,,Buenos Aires,4,5,1995,75.4
South/Central America & Carribean,Argentina,,Buenos Aires,4,6,1995,69.9
South/Central America & Carribean,Argentina,,Buenos Aires,4,7,1995,69.7
South/Central America & Carribean,Argentina,,Buenos Aires,4,8,1995,70.2
South/Central America & Carribean,Argentina,,Buenos Aires,4,9,1995,63.2
South/Central America & Carribean,Argentina,,Buenos Aires,4,10,1995,56.4
South/Central America & Carribean,Argentina,,Buenos Aires,4,11,1995,55.7
South/Central America & Carribean,Argentina,,Buenos Aires,4,12,1995,55.1
South/Central America & Carribean,Argentina,,Buenos Aires,4,13,1995,56.9
South/Central America & Carribean,Argentina,,Buenos Aires,4,14,1995,60.0
South/Central America & Carribean,Argentina,,Buenos Aires,4,15,1995,64.6
South/Central America & Carribean,Argentina,,Buenos Aires,4,16,1995,62.3
South/Central America & Carribean,Argentina,,Buenos Aires,4,17,1995,64.5
South/Central America & Carribean,Argentina,,Buenos Aires,4,18,1995,67.3
South/Central America & Carribean,Argentina,,Buenos Aires,4,19,1995,61.6
South/Central America & Carribean,Argentina,,Buenos Aires,4,20,1995,51.1
South/Central America & Carribean,Argentina,,Buenos Aires,4,21,1995,52.6
South/Central America & Carribean,Argentina,,Buenos Aires,4,22,1995,52.7
South/Central America & Carribean,Argentina,,Buenos Aires,4,23,1995,57.4
South/Central America & Carribean,Argentina,,Buenos Aires,4,24,1995,61.0
South/Central America & Carribean,Argentina,,Buenos Aires,4,25,1995,61.7
South/Central America & Carribean,Argentina,,Buenos Aires,4,26,1995,61.9
South/Central America & Carribean,Argentina,,Buenos Aires,4,27,1995,63.5
South/Central America & Carribean,Argentina,,Buenos Aires,4,28,1995,62.1
South/Central America & Carribean,Argentina,,Buenos Aires,4,29,1995,59.9
South/Central America & Carribean,Argentina,,Buenos Aires,4,30,1995,63.5
South/Central America & Carribean,Argentina,,Buenos Aires,5,1,1995,60.8
South/Central America & Carribean,Argentina,,Buenos Aires,5,2,1995,55.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,3,1995,62.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,4,1995,68.1
South/Central America & Carribean,Argentina,,Buenos Aires,5,5,1995,57.6
South/Central America & Carribean,Argentina,,Buenos Aires,5,6,1995,55.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,7,1995,53.3
South/Central America & Carribean,Argentina,,Buenos Aires,5,8,1995,65.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,9,1995,63.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,10,1995,58.4
South/Central America & Carribean,Argentina,,Buenos Aires,5,11,1995,55.2
South/Central America & Carribean,Argentina,,Buenos Aires,5,12,1995,57.2
South/Central America & Carribean,Argentina,,Buenos Aires,5,13,1995,63.2
South/Central America & Carribean,Argentina,,Buenos Aires,5,14,1995,63.9
South/Central America & Carribean,Argentina,,Buenos Aires,5,15,1995,62.9
South/Central America & Carribean,Argentina,,Buenos Aires,5,16,1995,62.5
South/Central America & Carribean,Argentina,,Buenos Aires,5,17,1995,56.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,18,1995,48.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,19,1995,47.3
South/Central America & Carribean,Argentina,,Buenos Aires,5,20,1995,49.3
South/Central America & Carribean,Argentina,,Buenos Aires,5,21,1995,56.3
South/Central America & Carribean,Argentina,,Buenos Aires,5,22,1995,53.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,23,1995,47.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,24,1995,48.1
South/Central America & Carribean,Argentina,,Buenos Aires,5,25,1995,47.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,26,1995,46.0
South/Central America & Carribean,Argentina,,Buenos Aires,5,27,1995,49.6
South/Central America & Carribean,Argentina,,Buenos Aires,5,28,1995,50.8
South/Central America & Carribean,Argentina,,Buenos Aires,5,29,1995,51.6
South/Central America & Carribean,Argentina,,Buenos Aires,5,30,1995,52.7
South/Central America & Carribean,Argentina,,Buenos Aires,5,31,1995,55.3
South/Central America & Carribean,Argentina,,Buenos Aires,6,1,1995,56.7
South/Central America & Carribean,Argentina,,Buenos Aires,6,2,1995,50.6
South/Central America & Carribean,Argentina,,Buenos Aires,6,3,1995,53.8
South/Central America & Carribean,Argentina,,Buenos Aires,6,4,1995,57.0
South/Central America & Carribean,Argentina,,Buenos Aires,6,5,1995,66.8
South/Central America & Carribean,Argentina,,Buenos Aires,6,6,1995,59.4
South/Central America & Carribean,Argentina,,Buenos Aires,6,7,1995,47.6
South/Central America & Carribean,Argentina,,Buenos Aires,6,8,1995,45.3
South/Central America & Carribean,Argentina,,Buenos Aires,6,9,1995,53.8
South/Central America & Carribean,Argentina,,Buenos Aires,6,10,1995,57.2
South/Central America & Carribean,Argentina,,Buenos Aires,6,11,1995,47.1
South/Central America & Carribean,Argentina,,Buenos Aires,6,12,1995,56.5
South/Central America & Carribean,Argentina,,Buenos Aires,6,13,1995,46.2
South/Central America & Carribean,Argentina,,Buenos Aires,6,14,1995,38.3
South/Central America & Carribean,Argentina,,Buenos Aires,6,15,1995,46.7
South/Central America & Carribean,Argentina,,Buenos Aires,6,16,1995,46.0
South/Central America & Carribean,Argentina,,Buenos Aires,6,17,1995,42.5
South/Central America & Carribean,Argentina,,Buenos Aires,6,18,1995,46.4
South/Central America & Carribean,Argentina,,Buenos Aires,6,19,1995,48.3
South/Central America & Carribean,Argentina,,Buenos Aires,6,20,1995,46.9
South/Central America & Carribean,Argentina,,Buenos Aires,6,21,1995,51.1
South/Central America & Carribean,Argentina,,Buenos Aires,6,22,1995,57.0
South/Central America & Carribean,Argentina,,Buenos Aires,6,23,1995,62.0
South/Central America & Carribean,Argentina,,Buenos Aires,6,24,1995,51.3
South/Central America & Carribean,Argentina,,Buenos Aires,6,25,1995,39.1
South/Central America & Carribean,Argentina,,Buenos Aires,6,26,1995,45.7
South/Central America & Carribean,Argentina,,Buenos Aires,6,27,1995,46.5
South/Central America & Carribean,Argentina,,Buenos Aires,6,28,1995,43.2
South/Central America & Carribean,Argentina,,Buenos Aires,6,29,1995,35.5
South/Central America & Carribean,Argentina,,Buenos Aires,6,30,1995,44.8
South/Central America & Carribean,Argentina,,Buenos Aires,7,1,1995,46.3
South/Central America & Carribean,Argentina,,Buenos Aires,7,2,1995,49.2
South/Central America & Carribean,Argentina,,Buenos Aires,7,3,1995,47.3
South/Central America & Carribean,Argentina,,Buenos Aires,7,4,1995,48.8
South/Central America & Carribean,Argentina,,Buenos Aires,7,5,1995,58.5
South/Central America & Carribean,Argentina,,Buenos Aires,7,6,1995,48.9
South/Central America & Carribean,Argentina,,Buenos Aires,7,7,1995,52.2
South/Central America & Carribean,Argentina,,Buenos Aires,7,8,1995,54.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,9,1995,55.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,10,1995,49.2
South/Central America & Carribean,Argentina,,Buenos Aires,7,11,1995,59.5
South/Central America & Carribean,Argentina,,Buenos Aires,7,12,1995,49.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,13,1995,48.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,14,1995,46.9
South/Central America & Carribean,Argentina,,Buenos Aires,7,15,1995,44.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,16,1995,41.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,17,1995,41.6
South/Central America & Carribean,Argentina,,Buenos Aires,7,18,1995,39.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,19,1995,39.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,20,1995,40.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,21,1995,46.1
South/Central America & Carribean,Argentina,,Buenos Aires,7,22,1995,51.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,23,1995,56.1
South/Central America & Carribean,Argentina,,Buenos Aires,7,24,1995,61.7
South/Central America & Carribean,Argentina,,Buenos Aires,7,25,1995,53.4
South/Central America & Carribean,Argentina,,Buenos Aires,7,26,1995,49.0
South/Central America & Carribean,Argentina,,Buenos Aires,7,27,1995,54.2
South/Central America & Carribean,Argentina,,Buenos Aires,7,28,1995,51.5
South/Central America & Carribean,Argentina,,Buenos Aires,7,29,1995,52.9
South/Central America & Carribean,Argentina,,Buenos Aires,7,30,1995,40.1
South/Central America & Carribean,Argentina,,Buenos Aires,7,31,1995,40.3
South/Central America & Carribean,Argentina,,Buenos Aires,8,1,1995,48.4
South/Central America & Carribean,Argentina,,Buenos Aires,8,2,1995,47.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,3,1995,43.0
South/Central America & Carribean,Argentina,,Buenos Aires,8,4,1995,39.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,5,1995,45.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,6,1995,51.4
South/Central America & Carribean,Argentina,,Buenos Aires,8,7,1995,51.7
South/Central America & Carribean,Argentina,,Buenos Aires,8,8,1995,48.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,9,1995,44.9
South/Central America & Carribean,Argentina,,Buenos Aires,8,10,1995,41.7
South/Central America & Carribean,Argentina,,Buenos Aires,8,11,1995,48.2
South/Central America & Carribean,Argentina,,Buenos Aires,8,12,1995,52.4
South/Central America & Carribean,Argentina,,Buenos Aires,8,13,1995,54.4
South/Central America & Carribean,Argentina,,Buenos Aires,8,14,1995,54.0
South/Central America & Carribean,Argentina,,Buenos Aires,8,15,1995,46.8
South/Central America & Carribean,Argentina,,Buenos Aires,8,16,1995,42.9
South/Central America & Carribean,Argentina,,Buenos Aires,8,17,1995,42.8
South/Central America & Carribean,Argentina,,Buenos Aires,8,18,1995,45.9
South/Central America & Carribean,Argentina,,Buenos Aires,8,19,1995,45.0
South/Central America & Carribean,Argentina,,Buenos Aires,8,20,1995,47.8
South/Central America & Carribean,Argentina,,Buenos Aires,8,21,1995,47.5
South/Central America & Carribean,Argentina,,Buenos Aires,8,22,1995,54.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,23,1995,61.5
South/Central America & Carribean,Argentina,,Buenos Aires,8,24,1995,64.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,25,1995,58.7
South/Central America & Carribean,Argentina,,Buenos Aires,8,26,1995,60.6
South/Central America & Carribean,Argentina,,Buenos Aires,8,27,1995,57.2
South/Central America & Carribean,Argentina,,Buenos Aires,8,28,1995,55.1
South/Central America & Carribean,Argentina,,Buenos Aires,8,29,1995,59.8
South/Central America & Carribean,Argentina,,Buenos Aires,8,30,1995,50.9
South/Central America & Carribean,Argentina,,Buenos Aires,8,31,1995,56.6
South/Central America & Carribean,Argentina,,Buenos Aires,9,1,1995,58.0
South/Central America & Carribean,Argentina,,Buenos Aires,9,2,1995,45.3
South/Central America & Carribean,Argentina,,Buenos Aires,9,3,1995,47.3
South/Central America & Carribean,Argentina,,Buenos Aires,9,4,1995,58.1
South/Central America & Carribean,Argentina,,Buenos Aires,9,5,1995,71.8
South/Central America & Carribean,Argentina,,Buenos Aires,9,6,1995,78.0
South/Central America & Carribean,Argentina,,Buenos Aires,9,7,1995,73.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,8,1995,58.1
South/Central America & Carribean,Argentina,,Buenos Aires,9,9,1995,53.6
South/Central America & Carribean,Argentina,,Buenos Aires,9,10,1995,53.9
South/Central America & Carribean,Argentina,,Buenos Aires,9,11,1995,60.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,12,1995,44.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,13,1995,47.1
South/Central America & Carribean,Argentina,,Buenos Aires,9,14,1995,51.9
South/Central America & Carribean,Argentina,,Buenos Aires,9,15,1995,54.8
South/Central America & Carribean,Argentina,,Buenos Aires,9,16,1995,64.3
South/Central America & Carribean,Argentina,,Buenos Aires,9,17,1995,67.8
South/Central America & Carribean,Argentina,,Buenos Aires,9,18,1995,61.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,19,1995,45.3
South/Central America & Carribean,Argentina,,Buenos Aires,9,20,1995,47.1
South/Central America & Carribean,Argentina,,Buenos Aires,9,21,1995,52.7
South/Central America & Carribean,Argentina,,Buenos Aires,9,22,1995,57.8
South/Central America & Carribean,Argentina,,Buenos Aires,9,23,1995,57.3
South/Central America & Carribean,Argentina,,Buenos Aires,9,24,1995,60.8
South/Central America & Carribean,Argentina,,Buenos Aires,9,25,1995,64.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,26,1995,63.6
South/Central America & Carribean,Argentina,,Buenos Aires,9,27,1995,52.7
South/Central America & Carribean,Argentina,,Buenos Aires,9,28,1995,51.6
South/Central America & Carribean,Argentina,,Buenos Aires,9,29,1995,54.4
South/Central America & Carribean,Argentina,,Buenos Aires,9,30,1995,57.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,1,1995,58.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,2,1995,58.8
South/Central America & Carribean,Argentina,,Buenos Aires,10,3,1995,60.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,4,1995,61.7
South/Central America & Carribean,Argentina,,Buenos Aires,10,5,1995,63.6
South/Central America & Carribean,Argentina,,Buenos Aires,10,6,1995,62.3
South/Central America & Carribean,Argentina,,Buenos Aires,10,7,1995,63.1
South/Central America & Carribean,Argentina,,Buenos Aires,10,8,1995,57.0
South/Central America & Carribean,Argentina,,Buenos Aires,10,9,1995,54.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,10,1995,54.3
South/Central America & Carribean,Argentina,,Buenos Aires,10,11,1995,56.6
South/Central America & Carribean,Argentina,,Buenos Aires,10,12,1995,54.6
South/Central America & Carribean,Argentina,,Buenos Aires,10,13,1995,51.2
South/Central America & Carribean,Argentina,,Buenos Aires,10,14,1995,56.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,15,1995,61.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,16,1995,56.9
South/Central America & Carribean,Argentina,,Buenos Aires,10,17,1995,55.0
South/Central America & Carribean,Argentina,,Buenos Aires,10,18,1995,62.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,19,1995,64.9
South/Central America & Carribean,Argentina,,Buenos Aires,10,20,1995,66.2
South/Central America & Carribean,Argentina,,Buenos Aires,10,21,1995,65.2
South/Central America & Carribean,Argentina,,Buenos Aires,10,22,1995,71.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,23,1995,70.9
South/Central America & Carribean,Argentina,,Buenos Aires,10,24,1995,74.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,25,1995,67.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,26,1995,57.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,27,1995,54.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,28,1995,54.2
South/Central America & Carribean,Argentina,,Buenos Aires,10,29,1995,54.5
South/Central America & Carribean,Argentina,,Buenos Aires,10,30,1995,58.4
South/Central America & Carribean,Argentina,,Buenos Aires,10,31,1995,65.3
South/Central America & Carribean,Argentina,,Buenos Aires,11,1,1995,70.3
South/Central America & Carribean,Argentina,,Buenos Aires,11,2,1995,76.6
South/Central America & Carribean,Argentina,,Buenos Aires,11,3,1995,79.4
South/Central America & Carribean,Argentina,,Buenos Aires,11,4,1995,80.8
South/Central America & Carribean,Argentina,,Buenos Aires,11,5,1995,82.1
South/Central America & Carribean,Argentina,,Buenos Aires,11,6,1995,73.6
South/Central America & Carribean,Argentina,,Buenos Aires,11,7,1995,66.0
South/Central America & Carribean,Argentina,,Buenos Aires,11,8,1995,69.9
South/Central America & Carribean,Argentina,,Buenos Aires,11,9,1995,63.5
South/Central America & Carribean,Argentina,,Buenos Aires,11,10,1995,62.2
South/Central America & Carribean,Argentina,,Buenos Aires,11,11,1995,63.2
South/Central America & Carribean,Argentina,,Buenos Aires,11,12,1995,56.3
South/Central America & Carribean,Argentina,,Buenos Aires,11,13,1995,61.0
South/Central America & Carribean,Argentina,,Buenos Aires,11,14,1995,68.2
South/Central America & Carribean,Argentina,,Buenos Aires,11,15,1995,67.9
South/Central America & Carribean,Argentina,,Buenos Aires,11,16,1995,63.1
South/Central America & Carribean,Argentina,,Buenos Aires,11,17,1995,62.6
South/Central America & Carribean,Argentina,,Buenos Aires,11,18,1995,60.4
South/Central America & Carribean,Argentina,,Buenos Aires,11,19,1995,65.0
South/Central America & Carribean,Argentina,,Buenos Aires,11,20,1995,70.0
South/Central America & Carribean,Argentina,,Buenos Aires,11,21,1995,72.6
South/Central America & Carribean,Argentina,,Buenos Aires,11,22,1995,67.5
South/Central America & Carribean,Argentina,,Buenos Aires,11,23,1995,65.7
South/Central America & Carribean,Argentina,,Buenos Aires,11,24,1995,67.0
South/Central America & Carribean,Argentina,,Buenos Aires,11,25,1995,69.6
South/Central America & Carribean,Argentina,,Buenos Aires,11,26,1995,68.7
South/Central America & Carribean,Argentina,,Buenos Aires,11,27,1995,59.4
South/Central America & Carribean,Argentina,,Buenos Aires,11,28,1995,68.4
South/Central America & Carribean,Argentina,,Buenos Aires,11,29,1995,75.9
South/Central America & Carribean,Argentina,,Buenos Aires,11,30,1995,74.1
South/Central America & Carribean,Argentina,,Buenos Aires,12,1,1995,70.7
South/Central America & Carribean,Argentina,,Buenos Aires,12,2,1995,71.4
South/Central America & Carribean,Argentina,,Buenos Aires,12,3,1995,74.2
South/Central America & Carribean,Argentina,,Buenos Aires,12,4,1995,76.9
South/Central America & Carribean,Argentina,,Buenos Aires,12,5,1995,75.5
South/Central America & Carribean,Argentina,,Buenos Aires,12,6,1995,81.6
South/Central America & Carribean,Argentina,,Buenos Aires,12,7,1995,75.4
South/Central America & Carribean,Argentina,,Buenos Aires,12,8,1995,59.5
South/Central America & Carribean,Argentina,,Buenos Aires,12,9,1995,64.0
South/Central America & Carribean,Argentina,,Buenos Aires,12,10,1995,73.9
South/Central America & Carribean,Argentina,,Buenos Aires,12,11,1995,70.8
South/Central America & Carribean,Argentina,,Buenos Aires,12,12,1995,71.7
South/Central America & Carribean,Argentina,,Buenos Aires,12,13,1995,71.0
South/Central America & Carribean,Argentina,,Buenos Aires,12,14,1995,66.9
South/Central America & Carribean,Argentina,,Buenos Aires,12,15,1995,72.5
South/Central America & Carribean,Argentina,,Buenos Aires,12,16,1995,81.8
South/Central America & Carribean,Argentina,,Buenos Aires,12,17,1995,75.3
South/Central America & Carribean,Argentina,,Buenos Aires,12,18,1995,88.8
South/Central America & Carribean,Argentina,,Buenos Aires,12,19,1995,72.3
South/Central America & Carribean,Argentina,,Buenos Aires,12,20,1995,76.2
South/Central America & Carribean,Argentina,,Buenos Aires,12,21,1995,79.0
South/Central America & Carribean,Argentina,,Buenos Aires,12,22,1995,70.4
South/Central America & Carribean,Argentina,,Buenos Aires,12,23,1995,72.8
South/Central America & Carribean,Argentina,,Buenos Aires,12,24,1995,75.1
South/Central America & Carribean,Argentina,,Buenos Aires,12,25,1995,73.7
South/Central America & Carribean,Argentina,,Buenos Aires,12,26,1995,70.9
South/Central America & Carribean,Argentina,,Buenos Aires,12,27,1995,72.5
South/Central America & Carribean,Argentina,,Buenos Aires,12,28,1995,74.0
South/Central America & Carribean,Argentina,,Buenos Aires,12,29,1995,77.2
South/Central America & Carribean,Argentina,,Buenos Aires,12,30,1995,77.1
South/Central America & Carribean,Argentina,,Buenos Aires,12,31,1995,76.1
South/Central America & Carribean,Argentina,,Buenos Aires,1,1,1996,75.9
South/Central America & Carribean,Argentina,,Buenos Aires,1,2,1996,77.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,3,1996,82.9
South/Central America & Carribean,Argentina,,Buenos Aires,1,4,1996,74.2
South/Central America & Carribean,Argentina,,Buenos Aires,1,5,1996,71.1
South/Central America & Carribean,Argentina,,Buenos Aires,1,6,1996,72.8
South/Central America & Carribean,Argentina,,Buenos Aires,1,7,1996,77.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,8,1996,77.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,9,1996,77.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,10,1996,82.6
South/Central America & Carribean,Argentina,,Buenos Aires,1,11,1996,74.2
South/Central America & Carribean,Argentina,,Buenos Aires,1,12,1996,70.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,13,1996,68.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,14,1996,66.4
South/Central America & Carribean,Argentina,,Buenos Aires,1,15,1996,70.9
South/Central America & Carribean,Argentina,,Buenos Aires,1,16,1996,73.9
South/Central America & Carribean,Argentina,,Buenos Aires,1,17,1996,74.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,18,1996,71.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,19,1996,71.5
South/Central America & Carribean,Argentina,,Buenos Aires,1,20,1996,72.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,21,1996,76.0
South/Central America & Carribean,Argentina,,Buenos Aires,1,22,1996,77.7
South/Central America & Carribean,Argentina,,Buenos Aires,1,23,1996,70.2
